Id substituicao,Id partida,Id time,Id Jogador Substituido,Id Jogador Substituto,Tempo,Acrescimo
930,94627,130,10507,10495,85,
931,94627,134,10119,9700,88,
932,94627,130,10502,10499,90,5
933,94628,124,695,10322,55,
934,94628,121,9921,9924,68,
935,94628,121,1793,9933,69,
936,94628,124,10318,10315,74,
937,94628,121,9926,9920,78,
938,94628,124,10311,10314,83,
939,94629,154,10438,9940,46,
940,94629,128,19420,10000,71,
941,94629,128,10004,9997,76,
942,94629,154,10427,10256,79,
943,94629,154,10436,10434,82,
944,94629,128,2454,2519,89,
945,94630,133,10561,10552,40,
946,94630,133,10571,10578,46,
947,94630,126,9971,9962,61,
948,94630,126,9951,9961,73,
949,94630,133,10564,10569,74,
950,94630,126,9964,9949,90,
951,94631,134,1977,10119,46,
952,94631,134,10142,10129,60,
953,94631,129,80166,80474,60,
954,94631,129,80171,10278,60,
955,94631,129,10283,77665,77,
956,94631,134,10150,10493,86,
957,94632,150,80381,64288,32,
958,94632,150,9324,70599,58,
959,94632,118,9927,10042,63,
960,94632,118,42163,10044,72,
961,94632,150,9687,10462,72,
962,94632,118,10040,10039,83,
963,94633,128,2519,9995,61,
964,94633,128,9989,10000,61,
965,94633,132,10194,41247,66,
966,94633,132,10390,10223,75,
967,94633,132,10195,10214,82,
968,94633,128,19420,9997,84,
969,94634,131,10258,10250,67,
970,94634,1062,2492,9901,71,
971,94634,131,10261,10257,72,
972,94634,1062,9886,9883,84,
973,94634,131,10244,10260,86,
974,94634,1062,9880,44494,88,
975,94635,135,10106,10104,61,
976,94635,135,10098,106485,67,
977,94635,133,70299,10567,72,
978,94635,133,10578,10579,77,
979,94635,133,10574,10569,77,
980,94635,135,10101,10097,85,
981,94636,121,9925,9920,46,
982,94636,127,10156,10165,60,
983,94636,121,9936,9926,62,
984,94636,127,2612,2511,70,
985,94636,121,9921,9931,82,
986,94636,127,10180,10175,86,
987,94637,145,10368,140452,56,
988,94637,124,10311,10312,69,
989,94637,124,695,10322,69,
990,94637,145,10544,10534,76,
991,94637,124,10329,60925,81,
992,94637,145,10525,10514,90,1
993,94638,154,13445,10434,46,
994,94638,151,10362,80277,63,
995,94638,154,10427,10429,67,
996,94638,151,10346,10359,72,
997,94638,154,9940,10436,77,
998,94638,151,10336,10353,83,
999,94639,120,2497,10045,46,
1000,94639,120,80475,10056,46,
1001,94639,119,10406,10398,61,
1002,94639,120,10068,41810,77,
1003,94639,119,10387,10396,80,
1004,94639,119,10402,10391,85,
1005,94640,126,41,9949,64,
1006,94640,130,10323,10500,67,
1007,94640,130,10502,10499,67,
1008,94640,126,9962,9965,72,
1009,94640,126,9964,9967,79,
1010,94640,130,10507,69198,86,
1011,94641,127,2511,10177,61,
1012,94641,145,10544,10066,67,
1013,94641,145,10368,140452,67,
1014,94641,145,10525,10514,75,
1015,94641,127,10166,70368,76,
1016,94641,127,34,10163,84,
1017,94642,1062,9890,9882,34,
1018,94642,1062,9894,9866,45,
1019,94642,120,10068,10071,59,
1020,94642,120,10056,10062,59,
1021,94642,120,10072,41810,78,
1022,94642,1062,2492,47552,78,
1023,94643,131,10230,10238,51,
1024,94643,129,10278,10292,63,
1025,94643,129,10275,77714,69,
1026,94643,131,10250,10257,74,
1027,94643,131,10258,10249,84,
1028,94643,129,50532,77669,85,
1029,94644,135,10105,10106,30,
1030,94644,130,10485,50081,52,
1031,94644,135,10098,9586,65,
1032,94644,130,10507,10500,72,
1033,94644,135,10101,10103,73,
1034,94644,130,10495,10502,80,
1035,94645,150,9687,10290,55,
1036,94645,132,10223,10207,66,
1037,94645,150,9324,9298,69,
1038,94645,150,10272,41277,81,
1039,94645,132,10203,10194,81,
1040,94645,132,42100,10224,89,
1041,94646,124,10318,10315,52,
1042,94646,154,10256,10438,58,
1043,94646,154,10287,10434,58,
1044,94646,154,9940,10436,81,
1045,94646,124,695,10303,90,1
1046,94647,151,10348,10339,46,
1047,94647,151,10196,10349,51,
1048,94647,151,10335,10334,58,
1049,94647,121,9932,9936,59,
1050,94647,121,12788,9918,63,
1051,94647,121,1793,9933,72,
1052,94648,126,9964,80552,53,
1053,94648,119,10400,10398,58,
1054,94648,119,10317,10387,62,
1055,94648,126,9962,9949,66,
1056,94648,126,41,143365,77,
1057,94648,119,10396,10403,78,
1058,94649,128,9997,51296,63,
1059,94649,134,9961,10127,64,
1060,94649,134,1977,10126,66,
1061,94649,134,10134,10130,79,
1062,94649,128,9980,10162,80,
1063,94650,133,10037,10575,57,
1064,94650,133,10569,143367,68,
1065,94650,133,10561,10552,74,
1066,94650,118,10042,10039,80,
1067,94650,118,42163,9927,84,
1068,94650,118,10041,10044,88,
1069,94651,145,10519,80312,46,
1070,94651,145,10544,10534,56,
1071,94651,134,9961,10147,66,
1072,94651,134,10149,9406,67,
1073,94651,145,140452,10530,68,
1074,94651,134,10134,10127,83,
1075,94652,1062,70593,9880,46,
1076,94652,1062,9894,47552,46,
1077,94652,1062,9886,9883,67,
1078,94652,119,10400,10397,70,
1079,94652,119,10406,133185,75,
1080,94652,119,10403,133183,82,
1081,94653,118,42163,10042,46,
1082,94653,154,9940,10436,66,
1083,94653,118,9927,10039,67,
1084,94653,154,10434,9727,72,
1085,94653,118,10040,10044,79,
1086,94653,154,10438,10433,85,
1087,94654,120,10067,10071,56,
1088,94654,129,50532,77669,66,
1089,94654,120,10073,10076,73,
1090,94654,129,10292,10278,76,
1091,94654,129,10003,77665,83,
1092,94654,120,10049,10062,86,
1093,94655,132,10223,10006,46,
1094,94655,133,10575,10574,56,
1095,94655,132,10213,10208,67,
1096,94655,133,10578,10037,70,
1097,94655,132,10207,10224,77,
1098,94655,133,10552,10561,78,
1099,94656,128,71,10182,65,
1100,94656,128,10004,2428,69,
1101,94656,128,10000,9989,76,
1102,94656,127,2612,10175,83,
1103,94656,127,34,10163,90,
1104,94657,131,10242,10250,61,
1105,94657,124,10315,10314,64,
1106,94657,131,10247,10261,71,
1107,94657,131,10257,10254,77,
1108,94657,124,10311,10324,80,
1109,94657,124,10319,10303,90,4
1110,94658,151,80277,10359,46,
1111,94658,151,10362,64046,63,
1112,94658,130,10494,10502,70,
1113,94658,130,10507,10323,76,
1114,94658,130,10501,69198,82,
1115,94658,151,10352,10346,84,
1116,94659,135,10105,10098,65,
1117,94659,135,10104,10103,71,
1118,94659,121,1793,9933,72,
1119,94659,135,10082,10084,72,
1120,94659,121,9936,9932,78,
1121,94659,121,9926,9918,84,
1122,94660,126,9955,9972,46,
1123,94660,150,80381,41277,60,
1124,94660,126,9971,9969,61,
1125,94660,126,9964,9967,62,
1126,94660,150,9687,9298,68,
1127,94660,150,9324,53956,79,
1128,94662,126,9969,9971,59,
1129,94662,126,9959,9955,59,
1130,94662,120,10062,10071,65,
1131,94662,120,9793,10076,75,
1132,94662,126,9957,9967,86,
1133,94662,120,10073,10070,89,
1134,94663,131,10249,10250,71,
1135,94663,118,10033,9927,77,
1136,94663,118,10042,10039,83,
1137,94663,131,10258,10260,84,
1138,94663,118,10167,10044,85,
1139,94663,131,10261,10257,90,1
1140,94664,135,10098,9586,46,
1141,94664,127,10177,2511,46,
1142,94664,135,10097,10087,65,
1143,94664,135,10106,10104,72,
1144,94664,127,10180,10175,88,
1145,94664,127,2612,10159,90,1
1146,94665,150,9687,10290,46,
1147,94665,150,10272,41277,63,
1148,94665,129,10003,77665,70,
1149,94665,129,10292,10278,71,
1150,94665,129,77714,80171,83,
1151,94665,150,9324,53956,85,
1152,94666,154,10408,10410,36,
1153,94666,154,10427,10287,66,
1154,94666,121,9932,9918,66,
1155,94666,121,1793,9934,73,
1156,94666,121,9936,9935,76,
1157,94666,154,10436,10435,83,
1158,94667,124,10315,10322,68,
1159,94667,151,10353,133627,69,
1160,94667,151,10359,80653,72,
1161,94667,151,10352,10366,85,
1162,94667,124,10303,60925,87,
1163,94668,119,10382,10403,56,
1164,94668,132,10189,41247,64,
1165,94668,119,10398,10404,66,
1166,94668,132,10194,10199,73,
1167,94668,132,10195,42100,76,
1168,94668,119,10402,10397,90,
1169,94669,130,10480,10481,46,
1170,94669,128,10506,10182,65,
1171,94669,128,9986,9989,67,
1172,94669,130,10507,10492,67,
1173,94669,128,10000,51296,78,
1174,94669,130,10502,10500,78,
1175,94670,133,10564,10571,46,
1176,94670,133,10578,10574,65,
1177,94670,134,10129,9961,74,
1178,94670,134,10235,10120,77,
1179,94670,133,10575,10037,82,
1180,94670,134,10150,10493,84,
1181,94671,134,10128,10134,60,
1182,94671,154,9940,10429,66,
1183,94671,154,10420,10421,69,
1184,94671,134,10143,10142,72,
1185,94671,154,9727,10422,73,
1186,94671,134,10150,10493,82,
1187,94672,133,10571,10564,46,
1188,94672,1062,9880,9886,58,
1189,94672,133,10575,10578,58,
1190,94672,133,70299,143367,72,
1191,94672,1062,9888,9901,78,
1192,94672,1062,9899,9894,88,
1193,94673,120,80475,10049,35,
1194,94673,120,10072,10060,66,
1195,94673,118,10042,10039,74,
1196,94673,120,10068,10062,77,
1197,94673,118,10041,10044,82,
1198,94673,118,9927,374,82,
1199,94674,135,10106,10104,26,
1200,94674,129,77669,80171,56,
1201,94674,135,10101,9586,60,
1202,94674,129,77665,10003,70,
1203,94674,135,10105,106485,74,
1204,94674,129,10292,10278,89,
1205,94675,131,10242,10252,46,
1206,94675,131,10244,10257,61,
1207,94675,132,10205,10224,69,
1208,94675,132,10006,9726,69,
1209,94675,132,10390,10208,79,
1210,94675,131,10261,10260,88,
1211,94676,119,10378,10380,11,
1212,94676,119,10402,10376,20,
1213,94676,127,10173,10166,69,
1214,94676,119,10396,10404,73,
1215,94676,127,2612,10177,85,
1216,94676,127,10174,10175,87,
1217,94677,124,10328,695,46,
1218,94677,128,2519,10000,46,
1219,94677,128,10182,10506,57,
1220,94677,124,10311,10320,63,
1221,94677,128,9980,9988,66,
1222,94677,124,9970,10303,74,
1223,94678,145,10508,10511,46,
1224,94678,130,10484,10482,65,
1225,94678,130,10323,10505,65,
1226,94678,145,70796,10534,73,
1227,94678,145,10066,10531,75,
1228,94678,130,10507,69198,79,
1229,94679,150,9687,10290,46,
1230,94679,150,9324,9331,62,
1231,94679,121,9926,9918,68,
1232,94679,121,9936,9923,73,
1233,94679,150,9963,80381,78,
1234,94679,121,9929,9925,81,
1235,94680,126,9969,9971,45,3
1236,94680,126,9955,9967,46,
1237,94680,151,10359,80653,64,
1238,94680,126,9949,9965,75,
1239,94680,151,10364,10340,75,
1240,94680,151,80277,64046,82,
1241,94681,132,53958,10006,12,
1242,94681,134,10128,10150,69,
1243,94681,132,10390,10207,71,
1244,94681,134,10129,9961,78,
1245,94681,132,10192,9726,79,
1246,94681,134,10143,9406,85,
1247,94682,1062,2492,44494,24,
1248,94682,1062,9888,9889,75,
1249,94682,129,50532,80186,79,
1250,94682,129,80171,10278,83,
1251,94682,129,10267,77669,84,
1252,94682,1062,9880,9886,87,
1253,94683,145,10526,10534,46,
1254,94683,145,10514,10529,46,
1255,94683,118,9927,10167,62,
1256,94683,145,10544,10531,67,
1257,94683,118,10041,10044,81,
1258,94683,118,10040,42163,83,
1259,94684,131,10249,10250,46,
1260,94684,131,10252,10241,58,
1261,94684,133,10578,10037,70,
1262,94684,133,10564,10132,71,
1263,94684,133,10281,10574,75,
1264,94684,131,10254,10257,85,
1265,94685,127,2511,30408,46,
1266,94685,127,10157,500,46,
1267,94685,126,9958,9962,67,
1268,94685,127,10163,34,77,
1269,94685,126,9971,9964,85,
1270,94685,126,9959,9966,90,3
1271,94686,130,10499,69198,56,
1272,94686,130,10323,106510,67,
1273,94686,124,10320,9982,75,
1274,94686,124,9970,695,87,
1275,94686,130,10482,133187,87,
1276,94686,124,10328,10322,90,
1277,94687,154,10438,10256,37,
1278,94687,154,10434,9940,68,
1279,94687,120,10073,10204,70,
1280,94687,120,10068,10071,70,
1281,94687,120,10069,9793,82,
1282,94687,154,10256,10429,87,
1283,94688,135,2485,10086,46,
1284,94688,151,10359,80653,59,
1285,94688,135,10101,10096,71,
1286,94688,135,10097,9586,78,
1287,94688,151,10348,133627,82,
1288,94688,151,80277,9896,86,
1289,94689,121,9923,9936,46,
1290,94689,121,9926,9918,57,
1291,94689,119,10396,10398,61,
1292,94689,121,1793,9933,71,
1293,94689,119,10406,10405,77,
1294,94689,119,10379,10380,84,
1295,94690,150,9341,10445,28,
1296,94690,150,10446,10458,59,
1297,94690,128,19420,9989,67,
1298,94690,128,9997,2519,73,
1299,94690,150,9963,80381,74,
1300,94690,128,10004,9986,79,
1301,94691,134,10133,10493,8,
1302,94691,118,9927,42163,58,
1303,94691,118,10033,10044,67,
1304,94691,134,10121,1977,70,
1305,94691,118,10040,10039,74,
1306,94691,134,10134,10130,79,
1307,94692,120,10073,9793,63,
1308,94692,120,41810,10076,63,
1309,94692,124,10320,10330,72,
1310,94692,120,10062,10071,76,
1311,94692,124,10311,695,77,
1312,94692,124,10305,10300,84,
1313,94693,129,10292,10003,46,
1314,94693,129,50532,77714,46,
1315,94693,151,10352,133627,77,
1316,94693,129,80171,10288,81,
1317,94693,151,10364,80653,81,
1318,94693,151,10359,10340,87,
1319,94694,132,9726,10390,46,
1320,94694,127,10166,10175,59,
1321,94694,132,10203,10208,63,
1322,94694,127,10177,2511,76,
1323,94694,132,10224,10006,78,
1324,94694,127,10175,10179,90,3
1325,94695,119,10396,10403,63,
1326,94695,135,10091,106485,73,
1327,94695,135,10105,9586,73,
1328,94695,135,10098,10103,78,
1329,94695,119,10402,10391,79,
1330,94695,119,10384,10386,90,3
1331,94696,150,9324,41277,46,
1332,94696,150,53956,146378,75,
1333,94696,145,10534,10582,75,
1334,94696,145,10529,10368,79,
1335,94696,150,10290,9298,83,
1336,94696,145,70796,10514,88,
1337,94697,131,10258,10254,63,
1338,94697,130,10505,10507,68,
1339,94697,130,10498,10492,74,
1340,94697,130,10482,10500,78,
1341,94697,131,10261,10250,78,
1342,94697,131,10241,10260,87,
1343,94698,121,9918,9934,59,
1344,94698,1062,9899,9900,65,
1345,94698,121,9933,9926,70,
1346,94698,1062,47552,9894,70,
1347,94698,121,9929,9920,82,
1348,94698,1062,9883,9882,89,
1349,94699,154,10256,13445,48,
1350,94699,126,9959,9962,59,
1351,94699,126,41,9967,72,
1352,94699,154,10434,9940,77,
1353,94699,154,10436,10433,81,
1354,94700,133,10571,9783,70,
1355,94700,128,71,9995,70,
1356,94700,133,10578,10575,73,
1357,94700,128,9999,10506,73,
1358,94700,128,2454,9989,82,
1359,94700,133,10564,10037,85,
1360,94701,145,140452,78021,25,
1361,94701,145,10518,80312,37,
1362,94701,133,70299,9783,46,
1363,94701,133,10281,10571,46,
1364,94701,145,10534,54065,74,
1365,94701,133,10575,10037,85,
1366,94702,126,9976,9967,40,
1367,94702,118,10013,9706,41,
1368,94702,118,10042,10039,46,
1369,94702,126,41,9949,48,
1370,94702,118,10167,10038,61,
1371,94702,126,9964,9962,73,
1372,94703,151,10350,10346,46,
1373,94703,120,10061,10049,64,
1374,94703,120,10073,10071,78,
1375,94703,151,10359,80653,79,
1376,94703,120,10069,10070,82,
1377,94703,151,10353,64046,88,
1378,94704,131,10249,10245,62,
1379,94704,134,10143,10147,73,
1380,94704,131,10254,10257,79,
1381,94704,134,10130,10134,81,
1382,94704,131,10258,10251,83,
1383,94704,134,10493,10149,87,
1384,94705,135,10105,10096,46,
1385,94705,124,10320,10314,61,
1386,94705,135,10103,10107,67,
1387,94705,124,9982,10300,74,
1388,94705,135,10101,106485,77,
1389,94705,124,10311,10325,87,
1390,94706,150,10290,9687,23,
1391,94706,119,10385,10380,32,
1392,94706,119,10403,10391,53,
1393,94706,119,10382,10398,69,
1394,94706,150,10450,53956,70,
1395,94706,150,9324,9331,90,
1396,94707,1062,9894,9881,46,
1397,94707,1062,9888,9889,67,
1398,94707,1062,9880,47552,73,
1399,94707,127,10177,10179,84,
1400,94707,127,10166,10169,90,1
1401,94708,154,10438,13445,54,
1402,94708,132,10224,10006,65,
1403,94708,132,10203,10208,70,
1404,94708,154,10434,10429,74,
1405,94708,154,10437,10256,86,
1406,94708,132,10193,9726,86,
1407,94709,129,10003,10288,46,
1408,94709,129,80171,10275,46,
1409,94709,130,10482,10484,64,
1410,94709,130,10502,10492,75,
1411,94709,129,77714,78045,75,
1412,94709,130,10507,10505,83,
1413,94710,121,1793,9935,25,
1414,94710,121,9926,9932,61,
1415,94710,128,9999,51296,80,
1416,94711,134,10119,1977,46,
1417,94711,127,500,70368,46,
1418,94711,127,10159,10165,53,
1419,94711,134,10134,10150,63,
1420,94711,127,10179,2511,64,
1421,94711,134,10142,9961,73,
1422,94712,130,10484,10483,46,
1423,94712,1062,9888,9901,56,
1424,94712,130,10505,10492,63,
1425,94712,130,10498,10323,72,
1426,94712,1062,9881,9886,85,
1427,94712,1062,47552,9893,85,
1428,94713,129,80171,77665,32,
1429,94713,129,91826,10288,59,
1430,94713,145,54065,10542,68,
1431,94713,129,10271,10273,73,
1432,94713,145,10514,10534,74,
1433,94713,145,10536,10525,78,
1434,94714,132,10208,10006,55,
1435,94714,135,10086,115530,65,
1436,94714,135,10096,10106,68,
1437,94714,132,10224,10214,70,
1438,94714,132,10202,10189,79,
1439,94714,135,10105,10093,83,
1440,94715,124,10307,10303,10,
1441,94715,118,9927,42163,46,
1442,94715,118,10167,10039,46,
1443,94715,124,10318,10314,70,
1444,94715,118,10042,10038,76,
1445,94715,124,695,10330,80,
1446,94716,150,10440,10442,46,
1447,94716,151,80277,80253,63,
1448,94716,150,9687,9298,64,
1449,94716,151,10355,10340,74,
1450,94716,150,9324,9331,74,
1451,94716,151,10359,9896,80,
1452,94717,119,10395,10317,45,
1453,94717,128,9988,9997,54,
1454,94717,128,10506,10182,63,
1455,94717,119,10388,10403,74,
1456,94717,128,9999,9995,74,
1457,94717,119,10402,10398,88,
1458,94718,120,10068,10061,50,
1459,94718,120,10054,10078,58,
1460,94718,121,9934,12915,70,
1461,94718,121,9932,9918,76,
1462,94718,121,9924,9925,82,
1463,94718,120,10070,10204,83,
1464,94719,131,10258,10260,59,
1465,94719,126,9959,9967,67,
1466,94719,131,10261,10251,70,
1467,94719,131,9396,10257,79,
1468,94719,126,9962,80552,84,
1469,94719,126,9957,9966,89,
1470,94720,154,10020,54080,45,4
1471,94720,133,10571,10569,46,
1472,94720,133,10575,9783,46,
1473,94720,154,10256,10429,60,
1474,94720,154,10434,10433,78,
1475,94720,133,10574,10564,83,
1476,94721,145,54065,78021,46,
1477,94721,119,10376,10391,46,
1478,94721,145,10527,10532,57,
1479,94721,145,10514,10534,71,
1480,94721,119,10404,10382,79,
1481,94721,119,10402,10397,83,
1482,94722,135,10101,10096,46,
1483,94722,126,41,9962,46,
1484,94722,126,9959,9967,64,
1485,94722,135,10097,10091,74,
1486,94722,135,10105,10093,77,
1487,94722,126,9957,9964,77,
1488,94723,1062,9881,9900,46,
1489,94723,1062,47552,9894,63,
1490,94723,150,9324,53956,63,
1491,94723,150,10272,10449,74,
1492,94723,150,9687,146378,78,
1493,94723,1062,9899,9865,90,2
1494,94724,124,9970,695,60,
1495,94724,124,10320,9982,60,
1496,94724,134,10129,10144,68,
1497,94724,134,10142,9406,80,
1498,94724,124,10329,60925,83,
1499,94724,134,10143,10134,90,
1500,94725,127,10179,2511,16,
1501,94725,154,10256,10436,45,
1502,94725,127,30408,10176,46,
1503,94725,154,36009,10287,69,
1504,94725,154,10435,10434,84,
1505,94725,127,70368,10157,85,
1506,94726,131,10244,10251,70,
1507,94726,131,10252,10261,77,
1508,94726,151,10353,133627,83,
1509,94726,131,10260,10250,83,
1510,94726,151,10352,80253,86,
1511,94726,151,10359,10196,89,
1512,94727,130,10498,10492,46,
1513,94727,130,10501,10500,61,
1514,94727,118,9927,10035,67,
1515,94727,118,10041,10039,72,
1516,94727,130,10502,69198,73,
1517,94727,118,10042,10167,90,2
1518,94728,121,9932,9936,46,
1519,94728,121,9934,12915,59,
1520,94728,121,9926,9920,67,
1521,94728,132,10390,42100,72,
1522,94728,132,41247,10224,72,
1523,94728,132,10211,10189,85,
1524,94729,128,10002,10162,46,
1525,94729,128,71,9985,52,
1526,94729,128,19420,9997,73,
1527,94729,129,80166,10288,77,
1528,94729,129,10279,10269,81,
1529,94729,129,50532,77665,87,
1530,94730,120,10051,10059,33,
1531,94730,120,10076,10071,49,
1532,94730,133,9783,10564,59,
1533,94730,133,10575,143367,63,
1534,94730,120,10061,10049,70,
1535,94730,133,143368,12965,84,
1536,94731,121,9932,9918,57,
1537,94731,134,10144,10129,63,
1538,94731,121,9931,9913,67,
1539,94731,134,10150,10493,77,
1540,94731,121,9936,9920,83,
1541,94731,134,10142,9406,84,
1542,94732,1062,9863,9882,46,
1543,94732,128,10506,10004,46,
1544,94732,128,10000,19420,64,
1545,94732,128,2454,9999,65,
1546,94732,1062,9899,9900,70,
1547,94732,1062,9888,9880,87,
1548,94733,118,9927,10035,46,
1549,94733,118,10042,10039,59,
1550,94733,129,10271,10269,62,
1551,94733,118,10041,10044,64,
1552,94733,129,50532,80171,71,
1553,94733,129,10283,10292,79,
1554,94734,150,10272,10449,35,
1555,94734,120,10052,10059,46,
1556,94734,150,9963,10290,63,
1557,94734,120,10073,10078,65,
1558,94734,120,10069,10060,75,
1559,94734,150,9687,9331,76,
1560,94735,132,41247,10224,46,
1561,94735,151,10336,10367,59,
1562,94735,151,10349,10340,62,
1563,94735,151,80653,133627,70,
1564,94735,132,10390,10208,75,
1565,94735,132,10193,10205,80,
1566,94736,135,10090,10085,19,
1567,94736,131,10252,10250,57,
1568,94736,131,10241,10261,74,
1569,94736,135,10101,10093,75,
1570,94736,135,10104,41292,78,
1571,94736,131,10244,10258,82,
1572,94737,127,10177,10166,62,
1573,94737,127,30408,10173,67,
1574,94737,127,34,10163,70,
1575,94737,124,10311,60925,72,
1576,94737,124,9970,10315,74,
1577,94737,124,695,10329,81,
1578,94738,154,10436,36009,60,
1579,94738,130,10495,69198,62,
1580,94738,130,10505,2414,62,
1581,94738,154,10417,10435,71,
1582,94738,154,10438,10429,71,
1583,94738,130,10323,10507,79,
1584,94739,133,10575,12965,46,
1585,94739,119,10402,10397,61,
1586,94739,133,9783,10564,62,
1587,94739,133,10578,143367,67,
1588,94739,119,10376,10398,83,
1589,94740,126,9945,9967,46,
1590,94740,145,10514,10517,55,
1591,94740,145,10522,10530,61,
1592,94740,145,10532,10529,77,
1593,94740,126,9964,9959,78,
1594,94740,126,9972,10108,87,
1595,94741,151,133627,10346,61,
1596,94741,134,10128,10131,66,
1597,94741,151,10352,157991,67,
1598,94741,134,10133,10149,74,
1599,94741,134,1977,10119,79,
1600,94741,151,80277,10367,81,
1601,94742,145,10544,80312,33,
1602,94742,145,10517,54065,59,
1603,94742,145,10530,10525,63,
1604,94742,121,9935,9923,64,
1605,94742,121,9918,9926,65,
1606,94742,121,9934,12915,87,
1607,94743,118,374,9927,51,
1608,94743,119,10404,10400,63,
1609,94743,118,10041,10044,68,
1610,94743,119,10403,10397,76,
1611,94743,118,10035,10038,81,
1612,94743,119,10398,10317,82,
1613,94744,133,143368,10281,33,
1614,94744,129,10275,10292,46,
1615,94744,129,50532,77665,46,
1616,94744,133,10574,9783,46,
1617,94744,133,12965,10569,59,
1618,94744,129,77714,10278,83,
1619,94745,128,9987,10002,55,
1620,94745,128,9999,10506,58,
1621,94745,131,10242,10252,72,
1622,94745,131,10241,10260,74,
1623,94745,128,2454,9989,78,
1624,94745,131,10254,10257,82,
1625,94746,135,10091,10096,46,
1626,94746,154,10434,10429,46,
1627,94746,154,10438,9940,62,
1628,94746,135,10101,10103,71,
1629,94746,154,10256,10435,73,
1630,94746,135,10105,9586,90,
1631,94747,150,10028,41277,60,
1632,94747,127,2612,10177,70,
1633,94747,127,10168,10166,70,
1634,94747,150,9963,80381,71,
1635,94747,150,10446,9687,79,
1636,94747,127,10174,10169,90,3
1637,94748,124,695,10329,46,
1638,94748,132,10194,10188,66,
1639,94748,132,10390,53958,68,
1640,94748,132,10197,10189,75,
1641,94748,124,10320,60925,77,
1642,94748,124,10322,10311,85,
1643,94749,120,10071,10078,55,
1644,94749,130,10501,10500,62,
1645,94749,120,9793,10067,62,
1646,94749,130,10323,10492,67,
1647,94749,130,10498,10490,75,
1648,94749,120,10073,10064,83,
1649,94750,1062,9886,9881,56,
1650,94750,1062,47552,9894,56,
1651,94750,126,9967,9959,62,
1652,94750,126,9964,9966,67,
1653,94750,126,9971,10332,80,
1654,94750,1062,9899,9901,81,
1655,94751,132,42100,10194,30,
1656,94751,1062,9866,9880,46,
1657,94751,1062,9894,47552,60,
1658,94751,132,53958,10213,65,
1659,94751,1062,9888,9901,71,
1660,94751,132,10189,10197,83,
1661,94752,145,80312,10529,46,
1662,94752,154,10436,10435,60,
1663,94752,145,70796,10532,62,
1664,94752,154,10438,10433,69,
1665,94752,145,54065,14487,70,
1666,94752,154,10422,10426,79,
1667,94753,120,9793,10078,46,
1668,94753,120,10071,10067,65,
1669,94753,135,10096,10087,69,
1670,94753,135,10104,10093,73,
1671,94753,135,10105,10103,75,
1672,94753,120,10062,41810,79,
1673,94754,124,9970,695,46,
1674,94754,124,10322,10329,46,
1675,94754,129,80166,80171,58,
1676,94754,129,10268,10273,71,
1677,94754,129,10275,10283,78,
1678,94754,124,10315,10330,83,
1679,94755,131,10252,10241,46,
1680,94755,150,63981,41277,62,
1681,94755,150,146378,9324,67,
1682,94755,131,10258,10260,73,
1683,94755,150,10459,9687,78,
1684,94755,131,10242,10250,84,
1685,94756,127,2612,30408,67,
1686,94756,151,10352,10355,68,
1687,94756,151,10350,133627,71,
1688,94756,151,10349,10196,74,
1689,94756,127,10168,10177,76,
1690,94756,127,10177,10152,89,
1691,94757,134,1977,10119,46,
1692,94757,119,10388,10398,62,
1693,94757,134,10150,10142,75,
1694,94757,119,10404,10402,77,
1695,94757,134,10144,10131,90,
1696,94758,126,9957,9949,46,
1697,94758,126,9972,10108,62,
1698,94758,121,9916,9931,67,
1699,94758,121,9929,9924,69,
1700,94758,121,9932,9936,75,
1701,94758,126,9962,9959,77,
1702,94759,118,10031,10167,46,
1703,94759,118,374,10035,56,
1704,94759,118,10042,10038,68,
1705,94759,128,10004,9997,75,
1706,94759,128,10506,9999,77,
1707,94759,128,2454,9989,89,
1708,94760,130,10495,10500,30,
1709,94760,130,10492,10499,38,
1710,94760,133,10575,143367,46,
1711,94760,133,143368,10573,66,
1712,94760,130,10482,10488,69,
1713,94760,133,12965,10579,75,
1714,94761,134,10493,10144,61,
1715,94761,150,10459,41277,61,
1716,94761,150,10450,9324,71,
1717,94761,134,10133,10142,75,
1718,94761,150,9963,9687,81,
1719,94761,134,10150,10149,89,
1720,94762,132,10197,10213,46,
1721,94762,126,256,41,46,
1722,94762,132,53958,10006,58,
1723,94762,126,9956,9957,68,
1724,94762,132,10193,10208,76,
1725,94762,126,9962,9959,84,
1726,94763,135,10105,10103,68,
1727,94763,135,10096,9586,72,
1728,94763,118,10035,42163,72,
1729,94763,118,10042,10038,75,
1730,94763,118,10044,10039,76,
1731,94763,135,10104,10086,79,
1732,94764,127,10166,10177,46,
1733,94764,131,10249,10260,68,
1734,94764,131,10229,10228,70,
1735,94764,131,2411,10236,71,
1736,94764,127,2612,10171,79,
1737,94764,127,500,10157,80,
1738,94765,133,143368,10564,46,
1739,94765,133,12965,10281,46,
1740,94765,133,10561,10552,54,
1741,94765,124,10315,10314,63,
1742,94765,124,10305,10324,67,
1743,94765,124,10311,9970,79,
1744,94766,1062,9874,9876,21,
1745,94766,154,10434,10429,46,
1746,94766,1062,9883,9889,46,
1747,94766,154,10438,9940,52,
1748,94766,154,10437,10435,72,
1749,94766,1062,9891,9881,79,
1750,94767,151,10350,10355,55,
1751,94767,145,10368,10542,67,
1752,94767,145,10531,10066,70,
