id_cartao_amarelo,id_partida,id_time,id_Jogador,tempo,acrescimo
1055,94711,134,10129,66,
1056,94711,134,10121,76,
1057,94711,127,10177,90,
1058,94712,1062,9880,45,
1059,94712,1062,9901,62,
1060,94712,130,10505,63,
1061,94712,1062,9899,65,
1062,94712,1062,9883,89,
1063,94713,129,10279,29,
1064,94713,145,10514,34,
1065,94713,145,10525,90,
1066,94713,145,10536,90,
1067,94714,132,10194,42,
1068,94714,135,10106,71,
1069,94715,118,374,19,
1070,94716,150,31015,19,
1071,94716,151,10355,29,
1072,94716,150,9331,80,
1073,94716,151,10343,83,
1074,94716,150,10446,90,
1075,94717,128,10506,45,
1076,94717,119,10377,48,
1077,94717,119,10391,72,
1078,94717,128,9997,81,
1079,94717,128,10182,86,
1080,94718,120,10056,10,
1081,94718,121,9913,37,
1082,94718,120,10050,41,
1083,94718,121,9924,73,
1084,94719,131,10257,82,
1085,94720,154,10434,58,
1086,94720,154,54080,66,
1087,94720,133,10558,73,
1088,94720,154,10437,73,
1089,94720,154,10427,75,
1090,94720,154,10427,78,
1091,94720,133,10569,90,
1092,94721,119,10379,27,
1093,94721,119,10376,40,
1094,94721,145,70796,42,
1095,94721,119,10383,45,
1096,94722,135,10104,53,
1097,94722,126,9946,53,
1098,94722,135,10105,67,
1099,94722,126,9945,90,
1100,94723,150,10448,11,
1101,94723,1062,9876,32,
1102,94723,150,10272,39,
1103,94723,1062,9872,57,
1104,94723,1062,9886,78,
1105,94723,150,10459,80,
1106,94723,1062,9886,80,
1107,94724,134,10119,78,
1108,94725,127,70368,29,
1109,94725,127,10174,64,
1110,94725,154,36009,67,
1111,94725,127,10166,90,
1112,94726,151,10343,14,
1113,94726,131,10252,20,
1114,94726,131,,36,
1115,94726,131,10229,58,
1116,94726,151,10359,59,
1117,94726,131,12744,76,
1118,94726,151,80277,82,
1119,94726,151,80277,90,
1120,94727,130,10494,15,
1121,94727,130,2466,20,
1122,94727,118,9927,25,
1123,94727,118,10031,65,
1124,94727,130,10482,89,
1125,94728,121,,45,
1126,94728,132,10192,55,
1127,94728,132,10213,70,
1128,94728,132,10187,90,
1129,94729,128,10002,20,
1130,94729,128,10000,45,
1131,94729,129,77714,51,
1132,94729,129,10279,59,
1133,94729,129,80166,59,
1134,94729,128,9992,82,
1135,94729,129,10267,90,
1136,94730,133,,79,
1137,94731,121,2502,30,
1138,94731,134,10121,69,
1139,94731,121,9921,71,
1140,94732,128,2454,27,
1141,94732,1062,9888,32,
1142,94732,128,9991,32,
1143,94732,128,2519,37,
1144,94732,1062,9899,39,
1145,94732,1062,44494,72,
1146,94732,128,71,90,
1147,94733,129,77665,17,
1148,94733,118,9927,32,
1149,94733,129,80186,34,
1150,94733,118,10042,40,
1151,94733,129,77669,54,
1152,94734,120,10069,30,
1153,94734,150,63981,35,
1154,94734,150,63981,79,
1155,94734,120,10060,90,
1156,94734,150,10446,90,
1157,94735,151,10349,11,
1158,94735,132,10194,33,
1159,94735,151,10336,50,
1160,94735,151,10338,54,
1161,94735,132,10199,66,
1162,94735,151,10367,67,
1163,94735,151,64046,67,
1164,94736,135,10097,21,
1165,94736,131,10233,37,
1166,94736,131,2411,76,
1167,94736,131,10261,90,
1168,94737,127,2511,23,
1169,94737,124,10311,36,
1170,94737,124,10316,43,
1171,94737,127,46792,45,
1172,94737,124,10303,53,
1173,94737,124,10315,77,
1174,94737,124,60925,80,
1175,94737,127,10174,90,
1176,94738,130,10505,29,
1177,94738,154,10419,32,
1178,94738,154,10429,82,
1179,94738,154,10427,84,
1180,94738,130,10484,90,
1181,94738,154,10435,90,
1182,94738,130,10484,90,
1183,94739,119,10391,45,
1184,94739,119,10317,50,
1185,94739,133,12965,78,
1186,94739,119,10388,90,
1187,94740,126,31015,45,
1188,94740,126,256,49,
1189,94740,126,9957,70,
1190,94740,126,9971,75,
1191,94740,145,70796,90,
1192,94741,134,10125,16,
1193,94741,151,133627,53,
1194,94742,145,10513,40,
1195,94742,145,140452,49,
1196,94742,121,9929,49,
1197,94742,121,2410,78,
1198,94742,145,10523,85,
1199,94743,119,10395,29,
1200,94743,119,10403,36,
1201,94743,119,10379,37,
1202,94743,118,10041,66,
1203,94743,119,10387,90,
1204,94743,119,10384,90,
1205,94744,133,143368,26,
1206,94744,129,77714,45,
1207,94744,133,10240,48,
1208,94744,133,10578,69,
1209,94744,129,10292,88,
1210,94744,129,78045,90,
1211,94745,131,10254,76,
1212,94745,128,10002,77,
1213,94745,131,12744,90,
1214,94745,131,10230,90,
1215,94746,154,10417,33,
1216,94746,135,10091,35,
1217,94746,135,10085,39,
1218,94746,135,10101,47,
1219,94747,150,10442,56,
1220,94747,127,30408,67,
1221,94747,150,10450,90,
1222,94748,132,42100,21,
1223,94748,132,10222,45,
1224,94748,124,10319,59,
1225,94748,132,10197,75,
1226,94748,132,41247,84,
1227,94749,130,10494,6,
1228,94749,120,10069,7,
1229,94749,120,10061,36,
1230,94749,130,10485,37,
1231,94749,130,2466,90,
1232,94751,132,10193,32,
1233,94751,132,41247,37,
1234,94751,132,53958,62,
1235,94751,1062,9872,68,
1236,94751,1062,9880,84,
1237,94751,1062,44494,88,
1238,94752,154,9832,25,
1239,94752,145,80312,40,
1240,94752,145,10530,81,
1241,94752,145,140452,83,
1242,94752,145,14487,90,
1243,94753,120,10073,27,
1244,94753,135,10098,85,
1245,94753,135,10089,90,
1246,94753,135,10087,90,
1247,94754,124,10315,21,
1248,94754,129,10279,86,
1249,94755,131,2411,27,
1250,94755,150,80381,33,
1251,94755,131,10230,51,
1252,94755,150,10459,66,
1253,94755,150,10448,78,
1254,94755,150,10290,81,
1255,94755,150,9963,89,
1256,94755,150,41277,90,
1257,94756,151,80277,34,
1258,94756,151,10353,59,
1259,94756,151,10349,73,
1260,94756,127,10153,81,
1261,94756,151,9896,89,
1262,94756,127,10180,90,
1263,94756,127,10174,90,
1264,94756,151,10359,90,
1265,94757,119,10391,31,
1266,94757,134,10128,31,
1267,94757,134,10119,81,
1268,94757,119,10384,88,
1269,94757,119,10377,90,
1270,94759,128,10162,27,
1271,94759,118,10031,30,
1272,94759,128,10506,32,
1273,94759,128,9995,45,
1274,94759,118,374,46,
1275,94759,118,10167,66,
1276,94759,128,9997,82,
1277,94759,128,9991,86,
1278,94760,133,10574,11,
1279,94760,130,10495,27,
1280,94760,133,10553,67,
1281,94760,130,10480,70,
1282,94761,134,10135,21,
1283,94761,150,10459,25,
1284,94761,134,10121,69,
1285,94761,134,10150,69,
1286,94761,150,10448,90,
1287,94761,150,146378,90,
1288,94761,150,10290,90,
1289,94762,132,10211,58,
1290,94762,126,9944,67,
1291,94762,126,9967,69,
1292,94762,132,10189,85,
1293,94763,135,2485,45,
1294,94763,135,2485,64,
1295,94763,135,10104,73,
1296,94763,135,10099,82,
1297,94764,131,10251,46,
1298,94765,133,143368,21,
1299,94765,124,10306,31,
1300,94765,133,10574,33,
1301,94765,124,10328,70,
1302,94765,133,10240,86,
1303,94766,1062,9901,36,
1304,94766,1062,9901,46,
1305,94766,154,10020,59,
1306,94766,1062,9863,66,
1307,94766,154,10417,73,
1308,94766,1062,47552,74,
1309,94766,154,10437,88,
1310,94767,151,10343,58,
1311,94767,145,10531,62,
1312,94767,145,10526,73,
1313,94767,145,10508,88,
1314,94768,130,10498,27,
1315,94768,119,10387,29,
1316,94768,130,10480,80,
1317,94768,119,10388,86,
1318,94769,121,30398,11,
1319,94769,129,80186,44,
1320,94769,129,10273,73,
1321,94769,121,2410,89,
1322,94770,128,10506,85,
1323,94771,134,10124,25,
1324,94771,135,10103,45,
1325,94771,135,10103,59,
1326,94771,134,10128,62,
1327,94771,134,10150,90,
1328,94772,151,80277,23,
1329,94772,151,10359,84,
1330,94773,145,10521,37,
1331,94773,128,9992,45,
1332,94773,145,80312,52,
1333,94773,145,70796,73,
1334,94773,128,9986,75,
1335,94773,145,10519,82,
1336,94773,145,80312,85,
1337,94773,145,10531,90,
1338,94774,132,10199,9,
1339,94774,132,10193,81,
1340,94774,118,10039,87,
1341,94774,132,10189,90,
1342,94775,120,10073,8,
1343,94775,127,500,14,
1344,94775,120,10056,23,
1345,94775,120,10050,30,
1346,94775,120,10051,45,
1347,94775,120,10073,55,
1348,94775,127,46792,74,
1349,94775,120,10065,88,
1350,94776,129,77665,45,
1351,94776,119,10391,45,
1352,94776,119,10388,60,
1353,94776,129,10283,85,
1354,94777,131,10242,49,
1355,94777,154,10429,62,
1356,94777,154,10408,63,
1357,94777,154,10417,65,
1358,94777,131,10247,78,
1359,94778,150,9341,44,
1360,94778,130,2466,62,
1361,94778,150,31015,68,
1362,94778,130,10498,78,
1363,94778,130,10480,90,
1364,94779,126,256,62,
1365,94779,126,9972,85,
1366,94779,124,9970,90,
1367,94780,133,10578,22,
1368,94780,133,10558,22,
1369,94780,133,10569,34,
1370,94780,121,9934,39,
1371,94780,133,10574,45,
1372,94780,121,9925,45,
1373,94780,133,10573,48,
1374,94780,121,9932,55,
1375,94780,121,9918,63,
1376,94780,133,10552,81,
1377,94780,133,10553,85,
1378,94781,120,10051,11,
1379,94781,145,10521,38,
1380,94781,145,10527,40,
1381,94781,120,10061,67,
1382,94781,120,10072,89,
1383,94781,120,80475,90,
1384,94781,145,10525,90,
1385,94781,145,10525,90,
1386,94782,132,10222,45,
1387,94782,132,10205,52,
1388,94782,130,10494,65,
1389,94782,130,69198,78,
1390,94783,1062,9876,45,
1391,94783,135,10099,73,
1392,94784,133,10547,57,
1393,94784,150,10459,61,
1394,94784,133,12965,73,
1395,94784,150,9963,77,
1396,94784,150,9963,82,
1397,94785,127,10180,84,
1398,94786,154,10416,15,
1399,94786,129,10269,35,
1400,94786,154,10434,57,
1401,94786,154,10420,57,
1402,94786,129,10273,59,
1403,94786,129,10278,82,
1404,94786,129,10292,84,
1405,94786,154,10427,90,
1406,94787,151,10344,43,
1407,94787,151,10364,45,
1408,94787,151,10196,56,
1409,94787,128,9995,65,
1410,94787,128,9985,66,
1411,94787,151,10353,90,
1412,94788,119,10384,61,
1413,94788,119,10400,67,
1414,94788,124,10305,76,
1415,94788,124,10311,86,
1416,94788,119,10401,89,
1417,94789,121,9916,66,
1418,94789,131,10247,77,
1419,94789,121,9924,81,
1420,94790,134,10131,45,
1421,94790,126,9946,55,
1422,94790,134,10128,57,
1423,94790,126,9971,86,
1424,94791,120,10050,22,
1425,94791,134,10493,39,
1426,94791,134,10121,47,
1427,94791,134,10115,65,
1428,94791,134,10119,85,
1429,94792,118,10033,18,
1430,94792,118,10167,79,
1431,94793,132,10192,14,
1432,94793,129,10273,70,
1433,94793,132,10205,90,
1434,94794,119,10406,65,
1435,94794,119,10384,83,
1436,94795,135,10098,36,
1437,94795,145,,70,
1438,94795,135,10106,86,
1439,94795,145,10582,88,
1440,94795,135,10104,90,
1441,94796,1062,9863,29,
1442,94796,124,10298,49,
1443,94796,1062,9890,69,
1444,94796,124,10307,70,
1445,94796,1062,9872,70,
1446,94797,150,146378,31,
1447,94798,127,2511,30,
1448,94798,127,10157,65,
1449,94798,127,10174,74,
1450,94798,127,10174,74,
1451,94798,130,10501,79,
1452,94799,126,31015,26,
1453,94799,126,9962,33,
1454,94799,126,9976,85,
1455,94800,151,10352,5,
1456,94800,133,10552,18,
1457,94800,151,10196,54,
1458,94800,133,10281,76,
1459,94801,1062,44494,34,
1460,94801,134,10493,43,
1461,94801,134,10149,80,
1462,94801,1062,9882,82,
1463,94801,1062,9901,90,
1464,94802,132,10199,90,
1465,94803,120,10072,22,
1466,94803,120,2497,49,
1467,94803,120,10056,70,
1468,94803,131,10258,71,
1469,94803,131,2411,87,
1470,94803,120,10068,90,
1471,94804,129,10267,32,
1472,94804,129,10279,59,
1473,94804,129,10265,81,
1474,94804,126,41,87,
1475,94805,124,10319,16,
1476,94805,150,10450,36,
1477,94805,124,10315,37,
1478,94805,150,9341,72,
1479,94806,133,10240,27,
1480,94806,127,10174,30,
1481,94806,133,10578,41,
1482,94806,127,10173,43,
1483,94806,127,500,45,
1484,94806,133,10281,60,
1485,94806,133,10574,64,
1486,94806,127,34,74,
1487,94806,127,30408,76,
1488,94806,133,10581,78,
1489,94806,127,10180,81,
1490,94807,118,374,37,
1491,94807,118,9927,49,
1492,94807,151,10364,86,
1493,94807,151,80277,86,
1494,94808,154,10419,24,
1495,94808,154,10427,61,
1496,94808,119,10395,75,
1497,94808,119,10387,88,
1498,94808,119,10378,89,
1499,94808,119,10406,90,
1500,94809,130,10494,45,
1501,94809,121,9924,50,
1502,94809,121,9939,76,
1503,94809,130,10507,82,
1504,94809,130,80262,86,
1505,94810,128,9992,48,
1506,94810,135,10084,63,
1507,94810,135,10101,66,
1508,94810,128,10506,79,
1509,94811,134,10128,7,
1510,94811,130,10480,51,
1511,94811,130,2466,61,
1512,94811,130,10494,62,
1513,94811,134,10133,66,
1514,94811,130,10495,74,
1515,94811,134,10131,79,
1516,94812,118,10033,31,
1517,94812,1062,44494,69,
1518,94813,132,42100,25,
1519,94813,120,10051,40,
1520,94813,120,10073,66,
1521,94813,132,10192,69,
1522,94813,120,10064,82,
1523,94814,145,70796,76,
1524,94815,150,80381,24,
1525,94815,150,10440,30,
1526,94815,150,9963,57,
1527,94815,150,63981,74,
1528,94816,129,10269,45,
1529,94816,127,10177,57,
1530,94816,127,10156,90,
1531,94817,121,9923,42,
1532,94817,124,10307,44,
1533,94817,121,9907,65,
1534,94817,121,9936,72,
1535,94817,124,10320,86,
1536,94818,128,10004,8,
1537,94818,154,10417,27,
1538,94818,128,10162,31,
1539,94818,128,2519,35,
1540,94818,128,71,36,
1541,94818,128,9991,47,
1542,94818,128,19420,60,
1543,94818,128,2454,63,
1544,94818,154,10287,75,
1545,94818,128,2454,90,
1546,94818,128,9997,90,
1547,94819,119,10391,7,
1548,94819,151,10196,49,
1549,94819,151,10364,67,
1550,94819,151,10344,78,
1551,94819,151,10352,85,
1552,94819,119,10397,89,
1553,94820,126,9958,41,
1554,94820,133,10564,44,
1555,94820,126,9946,54,
1556,94820,126,41,54,
1557,94820,126,9957,78,
1558,94820,133,10281,90,
1559,94821,1062,9900,45,
1560,94821,1062,9865,58,
1561,94821,131,10257,65,
1562,94821,1062,9876,74,
1563,94822,124,9970,34,
1564,94822,145,80312,40,
1565,94822,124,61809,61,
1566,94822,145,70796,63,
1567,94822,145,10525,76,
1568,94822,124,10330,77,
1569,94822,145,10536,83,
1570,94822,124,10298,90,
1571,94822,124,10319,90,
1572,94823,120,10067,52,
1573,94823,120,10050,57,
1574,94823,119,10395,61,
1575,94823,119,10387,90,
1576,94823,119,10382,90,
1577,94824,134,10115,32,
1578,94824,129,80166,35,
1579,94824,134,10147,45,
1580,94824,129,10269,60,
1581,94824,129,77714,62,
1582,94824,134,10147,62,
1583,94824,129,80186,64,
1584,94824,129,80171,89,
1585,94824,129,10268,90,
1586,94824,129,10265,90,
1587,94825,118,10041,18,
1588,94825,150,80381,19,
1589,94825,150,10450,29,
1590,94825,118,10167,45,
1591,94825,150,9341,62,
1592,94825,118,10167,63,
1593,94825,118,10033,90,
1594,94825,118,10040,90,
1595,94826,151,10364,48,
1596,94826,154,10420,48,
1597,94826,154,10427,64,
1598,94826,154,10435,75,
1599,94826,154,10429,90,
1600,94828,127,500,34,
1601,94828,127,10177,55,
1602,94828,121,9936,82,
1603,94829,128,10506,37,
1604,94829,132,53958,38,
1605,94829,128,19420,53,
1606,94829,128,9995,73,
1607,94829,132,10200,80,
1608,94829,132,10199,83,
1609,94829,132,10205,89,
1610,94830,133,10240,45,
1611,94830,135,10097,45,
1612,94830,133,10578,62,
1613,94830,133,12965,90,
1614,94830,135,10104,90,
1615,94830,135,10096,90,
1616,94831,128,71,34,
1617,94831,128,71,68,
1618,94831,134,10124,73,
1619,94831,128,9987,88,
1620,94831,128,9992,88,
1621,94831,134,10119,90,
1622,94831,128,10506,90,
1623,94832,120,10069,38,
1624,94832,120,10073,46,
1625,94832,120,10072,89,
1626,94832,1062,9865,90,
1627,94833,133,10240,42,
1628,94833,118,10033,71,
1629,94833,118,10039,80,
1630,94833,118,10039,82,
1631,94833,133,10569,89,
1632,94833,118,10012,90,
1633,94834,129,50532,18,
1634,94834,131,10247,20,
1635,94834,131,10237,32,
1636,94834,129,10279,37,
1637,94834,131,10238,40,
1638,94834,129,50532,70,
1639,94834,131,10258,77,
1640,94834,129,10268,83,
1641,94835,150,63981,3,
1642,94835,132,10203,15,
1643,94835,150,41277,37,
1644,94835,150,63981,55,
1645,94836,145,10544,74,
1646,94837,154,9832,48,
1647,94837,124,10328,54,
1648,94837,124,10314,70,
1649,94837,154,9832,70,
1650,94837,124,10314,77,
1651,94838,135,10084,33,
1652,94838,135,10093,38,
1653,94838,135,10086,45,
1654,94838,135,10085,84,
1655,94838,135,10084,90,
1656,94839,121,9905,26,
1657,94839,121,9915,29,
1658,94839,151,64046,52,
1659,94839,121,9932,53,
1660,94839,121,2410,66,
1661,94839,121,9925,77,
1662,94840,126,9958,12,
1663,94840,126,9962,18,
1664,94840,119,10395,26,
1665,94840,126,31015,36,
1666,94840,119,10406,43,
1667,94840,119,10377,72,
1668,94840,119,10382,90,
1669,94841,145,10517,55,
1670,94841,145,10535,71,
1671,94841,134,10147,78,
1672,94842,129,10273,45,
1673,94842,129,77714,57,
1674,94843,124,9970,34,
1675,94843,124,152856,45,
1676,94843,131,12744,66,
1677,94843,124,10300,90,
1678,94844,121,9932,60,
1679,94845,126,9965,42,
1680,94845,126,9965,48,
1681,94845,150,9324,56,
1682,94845,126,80552,79,
1683,94845,126,9951,90,
1684,94846,154,10419,32,
1685,94846,154,10427,86,
1686,94846,118,10025,88,
1687,94847,130,10499,17,
1688,94847,151,10359,30,
1689,94848,1062,44494,45,
1690,94848,119,10401,47,
1691,94848,119,10403,57,
1692,94848,119,1065,69,
1693,94848,119,10391,90,
1694,94849,128,10506,16,
1695,94849,127,34,20,
1696,94849,127,10174,42,
1697,94849,128,10000,86,
1698,94849,127,10157,90,
1699,94850,132,10200,11,
1700,94850,133,10561,42,
1701,94850,132,10213,76,
1702,94850,132,42100,82,
1703,94850,133,10581,85,
