idGol,idPartida,idTime,idJogadorGol,idJogadorAssistencia,tempo,acrescimo
811,94826,151,80277,10364.0,43,
812,94827,130,10323,,56,
813,94827,130,10501,,58,
814,94827,130,10323,10498.0,62,
815,94828,127,2612,10174.0,4,
816,94828,127,10174,2612.0,45,1.0
817,94828,127,10174,30408.0,46,
818,94828,121,9925,9926.0,84,
819,94829,128,9991,19420.0,8,
820,94829,128,19420,10506.0,49,
821,94830,133,12965,10571.0,10,
822,94831,134,10150,10143.0,47,
823,94832,1062,9890,9880.0,41,
824,94832,1062,9899,9865.0,68,
825,94833,118,10041,,45,
826,94833,133,10574,143367.0,85,
827,94834,131,10257,10258.0,81,
828,94835,132,10203,9726.0,2,
829,94835,132,10006,10197.0,59,
830,94835,132,42100,10214.0,79,
831,94836,127,2612,10178.0,11,
832,94836,145,10544,70796.0,22,
833,94836,127,10171,,37,
834,94836,127,10174,2612.0,39,
835,94836,127,10178,2612.0,57,
836,94836,127,10166,10171.0,84,
837,94836,127,10166,500.0,89,
838,94838,130,106510,10500.0,67,
839,94838,130,10500,,85,
840,94839,121,9932,9918.0,22,
841,94839,151,80277,,27,
842,94839,121,9939,9932.0,34,
843,94839,121,180235,9931.0,70,
844,94839,121,9939,180235.0,82,
845,94839,121,180235,9939.0,90,
846,94840,126,9971,9967.0,16,
847,94840,126,9962,9971.0,49,
848,94840,119,10404,,70,
849,94842,120,10204,10077.0,39,
850,94842,129,80166,,66,
851,94843,124,152856,9970.0,8,
852,94843,124,152856,10322.0,28,
853,94843,131,10257,10234.0,63,
854,94844,121,9932,9920.0,58,
855,94844,121,9939,9921.0,84,
856,94845,126,9969,80552.0,11,
857,94845,126,9949,,14,
858,94845,150,9331,,44,
859,94846,154,10434,10427.0,13,
860,94846,118,10040,,33,
861,94846,154,10413,10427.0,78,
862,94847,151,80277,10340.0,4,
863,94847,130,69198,,23,
864,94847,130,80536,106510.0,37,
865,94847,151,80277,10340.0,45,
866,94847,151,10348,80277.0,65,
867,94848,1062,44494,47552.0,6,
868,94848,119,10401,,82,
869,94848,119,10377,10391.0,90,8.0
870,94849,128,10506,2454.0,15,
871,94849,128,10000,,23,
872,94849,128,10004,2454.0,63,
873,94849,128,10000,9988.0,85,
874,94850,133,10581,,84,
875,94850,132,10208,53958.0,90,3.0
