Id,Nome
134,Atletico Paranaense
133,Vasco DA Gama
1062,Atletico-MG
145,Avai
118,Bahia
131,Corinthians
129,Ceara
150,CSA
132,Chapecoense-SC
119,Internacional
127,Flamengo
135,Cruzeiro
124,Fluminense
151,Goias
130,Gremio
128,Santos
121,Palmeiras
154,Fortaleza EC
126,Sao Paulo
120,Botafogo
